DOI,Title,Year,Date,Author,Institution,Country,Citation count,Open access,Abstract,Keyword,Topic,Subfield,Field,Domain,Author count,Institution count,Country count,Keyword count,Topic count,International collaboration,Multi-institution collaboration,Has abstract,Has author,Has institution,Has country,Has keyword,Has topic
10.1016/j.dss.2021.113524,"Digital Twin: Generalization, characterization and implementation",2021,2021-02-17,Eric VanDerHorn | Sankaran Mahadevan,Vanderbilt University | American Bureau of Shipping,US,918,Unknown,,Implementation | Variety (cybernetics) | Computer science | Generalization | Process (computing) | Characterization (materials science) | Digital transformation | Mathematics | Software engineering | Artificial intelligence | World Wide Web,Digital Transformation in Industry,Industrial and Manufacturing Engineering,Engineering,Physical Sciences,2,2,1,11,1,False,True,False,True,True,True,True,True
10.1016/j.dss.2014.03.001,A data-driven approach to predict the success of bank telemarketing,2014,2014-03-17,Sérgio Moro | Paulo Cortez | Paulo Rita,Iscte – Instituto Universitário de Lisboa | University of Minho,PT,886,Open Access,,Computer science | Lift (data mining) | Support vector machine | Artificial neural network | Logistic regression | Set (abstract data type) | Data set | Feature selection | Sensitivity (control systems) | Data mining | Artificial intelligence | Machine learning | Engineering,Customer churn and segmentation,Marketing,"Business, Management and Accounting",Social Sciences,3,2,1,13,1,False,True,False,True,True,True,True,True
10.1016/j.dss.2013.07.002,"A study of mobile user engagement (MoEN): Engagement motivations, perceived value, satisfaction, and continued engagement intention",2013,2013-07-20,Young Hoon Kim | Dan J. Kim | Kathy Wachter,University of North Texas | University of Mississippi,US,774,Unknown,,User engagement | Value (mathematics) | Psychology | Mobile apps | Computer science | Internet privacy | World Wide Web,Technology Adoption and User Behaviour,Information Systems and Management,Decision Sciences,Social Sciences,3,2,1,7,1,False,True,False,True,True,True,True,True
10.1016/j.dss.2014.08.005,Examining the influence of online reviews on consumers' decision-making: A heuristic–systematic model,2014,2014-08-23,Kem Z.K. Zhang | Sesia J. Zhao | Christy M.K. Cheung | Matthew Andrew Lee,University of Science and Technology of China | Anhui University | Hong Kong Baptist University | City University of Hong Kong,CN | HK,774,Unknown,,Credibility | Heuristic | Argument (complex analysis) | Heuristics | Proposition | Process (computing) | Quality (philosophy) | The Internet | Empirical research | Systematic review | Marketing | Dual (grammatical number) | Computer science | Psychology | Business | Artificial intelligence,Digital Marketing and Social Media,Sociology and Political Science,Social Sciences,Social Sciences,4,4,2,16,1,True,True,False,True,True,True,True,True
10.1016/j.dss.2012.12.016,The impact of IT capabilities on firm performance: The mediating roles of absorptive capacity and supply chain agility,2012,2012-12-23,Hefu Liu | Weiling Ke | Kwok‐Kee Wei | Zhongsheng Hua,University of Science and Technology of China | Clarkson University | City University of Hong Kong,CN | US | HK,735,Unknown,,Absorptive capacity | Dynamic capabilities | Supply chain | Business | Context (archaeology) | Industrial organization | Affect (linguistics) | Competitive advantage | Survey data collection | Perspective (graphical) | Knowledge management | Process management | Marketing | Computer science | Psychology,Outsourcing and Supply Chain Management,Management Information Systems,"Business, Management and Accounting",Social Sciences,4,3,3,15,1,True,True,False,True,True,True,True,True
10.1016/j.dss.2010.11.017,The personalization privacy paradox: An exploratory study of decision making process for location-aware marketing,2010,2010-11-30,Heng Xu | Xin Robert Luo | John M. Carroll | Mary Beth Rosson,Pennsylvania State University | University of New Mexico,US,712,Unknown,,Personalization | Covert | Computer science | Internet privacy | Process (computing) | Privacy protection | Information privacy | Personally identifiable information | Structural equation modeling | Computer security | World Wide Web,"Privacy, Security, and Data Protection",Sociology and Political Science,Social Sciences,Social Sciences,4,2,1,11,1,False,True,False,True,True,True,True,True
10.1016/j.dss.2010.11.009,Exploring determinants of voting for the “helpfulness” of online user reviews: A text mining approach,2010,2010-11-12,Qing Cao | Wenjing Duan | Qiwei Gan,Texas Tech University | George Washington University,US,651,Unknown,,Helpfulness | Computer science | Voting | Feature (linguistics) | Information retrieval | World Wide Web | Psychology | Political science | Linguistics | Social psychology,Digital Marketing and Social Media,Sociology and Political Science,Social Sciences,Social Sciences,3,2,1,10,1,False,True,False,True,True,True,True,True
10.1016/j.dss.2010.11.020,A multi-objective optimization for green supply chain network design,2010,2010-11-27,Fan Wang | Xiaofan Lai | Ning Shi,Sun Yat-sen University | Hong Kong Polytechnic University,CN | HK,640,Unknown,,Supply chain | Network planning and design | Sensitivity (control systems) | Supply chain network | Set (abstract data type) | Computer science | Supply chain management | Operations research | Mathematical optimization | Business | Environmental economics | Industrial engineering | Economics | Engineering | Marketing | Mathematics | Telecommunications,Sustainable Supply Chain Management,Strategy and Management,"Business, Management and Accounting",Social Sciences,3,2,2,17,1,True,True,False,True,True,True,True,True
10.1016/j.dss.2016.04.001,Consumer behavior in social commerce: A literature review,2016,2016-04-09,Kem Z.K. Zhang | Morad Benyoucef,University of Science and Technology of China | University of Ottawa | Wilfrid Laurier University,CA | CN,627,Unknown,,Social commerce | Consumer behaviour | Process (computing) | Context (archaeology) | Marketing | Business | Computer science | Social media,Digital Marketing and Social Media,Sociology and Political Science,Social Sciences,Social Sciences,2,3,2,8,1,True,True,False,True,True,True,True,True
10.1016/j.dss.2009.12.006,A theoretical model of intentional social action in online social networks,2010,2010-01-05,Christy M.K. Cheung | Matthew Andrew Lee,Hong Kong Baptist University | City University of Hong Kong,HK,618,Unknown,,Action (physics) | Psychology | Social psychology | Construct (python library) | Social identity theory | Social identity approach | Social network (sociolinguistics) | Identification (biology) | Norm (philosophy) | Social relation | Collective action | Social media | Social group | Computer science | Epistemology | Political science | World Wide Web,Social Media and Politics,Communication,Social Sciences,Social Sciences,2,2,1,17,1,False,True,False,True,True,True,True,True
10.1016/j.dss.2012.05.021,Re-examining the influence of trust on online repeat purchase intention: The moderating role of habit and its antecedents,2012,2012-05-23,Chao‐Min Chiu | Meng‐Hsiang Hsu | Hsiangchu Lai | Chun‐Ming Chang,National Sun Yat-sen University | National Kaohsiung First University of Science and Technology | Aletheia University,TW,609,Unknown,,Habit | Purchasing | Continuance | Moderation | Context (archaeology) | Value (mathematics) | Loyalty | Psychology | Advertising | Consumer behaviour | Marketing | Social psychology | Business | Computer science,Technology Adoption and User Behaviour,Information Systems and Management,Decision Sciences,Social Sciences,4,3,1,14,1,False,True,False,True,True,True,True,True
10.1016/j.dss.2012.05.048,Leveraging the capabilities of service-oriented decision support systems: Putting analytics and big data in cloud,2012,2012-05-29,Haluk Demirkan | Dursun Delen,University of Washington Tacoma | Oklahoma State University,US,606,Unknown,,Cloud computing | Computer science | Analytics | Agile software development | Tying | Scope (computer science) | Service (business) | Data science | Big data | Decision support system | Knowledge management | Process management | Software engineering | Engineering | Business | Data mining | Marketing,Big Data and Business Intelligence,Management Information Systems,"Business, Management and Accounting",Social Sciences,2,2,1,17,1,False,True,False,True,True,True,True,True
10.1016/j.dss.2014.02.003,Predicting crime using Twitter and kernel density estimation,2014,2014-02-22,Matthew S. Gerber,University of Virginia,US,592,Unknown,,Computer science | Data science | Social media | Kernel density estimation | Analytics | Volunteered geographic information | Resource (disambiguation) | Geospatial analysis | Topic model | Crime analysis | Decision support system | Predictive analytics | Big data | Data mining | Information retrieval | World Wide Web | Geography,Crime Patterns and Interventions,Sociology and Political Science,Social Sciences,Social Sciences,1,1,1,17,1,False,False,False,True,True,True,True,True
10.1016/j.dss.2011.12.001,Predicting consumer decisions to adopt mobile commerce: Cross country empirical examination between China and Malaysia,2011,2011-12-17,Alain Yee‐Loong Chong | Felix T.S. Chan | Keng‐Boon Ooi,Hong Kong Polytechnic University | Tunku Abdul Rahman University of Management and Technology,HK | MY,587,Unknown,,Variety (cybernetics) | Marketing | Mobile commerce | Technology acceptance model | China | Business | Empirical research | Innovation diffusion | E-commerce | Test (biology) | Advertising | Computer science | Usability,Technology Adoption and User Behaviour,Information Systems and Management,Decision Sciences,Social Sciences,3,2,2,13,1,True,True,False,True,True,True,True,True
10.1016/j.dss.2010.11.006,Detection of financial statement fraud and feature selection using data mining techniques,2010,2010-11-13,Priyadharsini RAVISANKAR | Vadlamani Ravi | G. Raghava Rao | Indranil Bose,Institute for Development and Research in Banking Technology | University of Hong Kong,IN | HK,586,Unknown,,Feature selection | Probabilistic neural network | Support vector machine | Computer science | Financial statement | Artificial neural network | Selection (genetic algorithm) | Data mining | Feature (linguistics) | Logistic regression | Probabilistic logic | Artificial intelligence | Machine learning | Finance | Pattern recognition (psychology) | Business | Accounting | Time delay neural network,Imbalanced Data Classification Techniques,Artificial Intelligence,Computer Science,Physical Sciences,4,2,2,18,1,True,True,False,True,True,True,True,True
10.1016/j.dss.2015.10.006,Predicting the performance of online consumer reviews: A sentiment mining approach to big data analytics,2015,2015-11-03,Mohammad Salehan | Dan J. Kim,California State Polytechnic University | University of North Texas | Decision Sciences (United States),US,575,Unknown,,Helpfulness | Audience measurement | Variety (cybernetics) | Computer science | Big data | Sentiment analysis | Data science | Analytics | Strengths and weaknesses | Sorting | Advertising | Data mining | Artificial intelligence | Business | Psychology,Digital Marketing and Social Media,Sociology and Political Science,Social Sciences,Social Sciences,2,3,1,15,1,False,True,False,True,True,True,True,True
10.1016/j.dss.2012.07.002,IT as enabler of sustainable farming: An empirical analysis of farmers' adoption decision of precision agriculture technology,2012,2012-08-17,Benoit A. Aubert | Andreas Schroeder | Jonathan Grimaudo,HEC Montréal | University of Buckingham,CA | GB,546,Open Access,,Enabling | Agriculture | Innovation diffusion | Precision agriculture | Business | Suite | Empirical research | Environmental economics | Marketing | Economics | Political science | Mathematics | Geography,Technology Adoption and User Behaviour,Information Systems and Management,Decision Sciences,Social Sciences,3,2,2,13,1,True,True,False,True,True,True,True,True
10.1016/j.dss.2013.04.001,Website attributes in urging online impulse purchase: An empirical investigation on consumer perceptions,2013,2013-04-16,Liu Yong | Hongxiu Li | Feng Hu,University of Oulu | University of Turku | Zhejiang Normal University | Xingzhi College Zhejiang Normal University,FI | CN,536,Unknown,,Gratification | Attractiveness | Normative | Impulse (physics) | Perception | Psychology | Personality | Advertising | Appeal | Structural equation modeling | Marketing | Computer science | Social psychology | Business | Political science,Consumer Retail Behavior Studies,Marketing,"Business, Management and Accounting",Social Sciences,3,4,2,15,1,True,True,False,True,True,True,True,True
10.1016/j.dss.2011.11.002,"Manipulation of online reviews: An analysis of ratings, readability, and sentiments",2011,2011-11-13,Nan Hu | Indranil Bose | Noi Sian Koh | Ling Liu,University of Wisconsin–Eau Claire | University of Hong Kong | Singapore Management University,US | HK | SG,535,Unknown,,Readability | Intuition | Sentiment analysis | Product (mathematics) | Discretion | Advertising | Computer science | Marketing | Psychology | Business | Political science | Artificial intelligence,Digital Marketing and Social Media,Sociology and Political Science,Social Sciences,Social Sciences,4,3,3,12,1,True,True,False,True,True,True,True,True
10.1016/j.dss.2011.07.007,Opportunities and risks of software-as-a-service: Findings from a survey of IT executives,2011,2011-08-06,Alexander Benlian | Thomas H. Hess,,,527,Unknown,,Software as a service | Business | Software deployment | Theory of reasoned action | Service (business) | Marketing | Service provider | Early adopter | Risk perception | Technology acceptance model | Survey data collection | Knowledge management | Perception | Software | Software development | Usability | Computer science,Outsourcing and Supply Chain Management,Management Information Systems,"Business, Management and Accounting",Social Sciences,2,0,0,17,1,False,False,False,True,False,False,True,True
10.1016/j.dss.2012.11.008,The impacts of information quality and system quality on users' continuance intention in information-exchange virtual communities: An empirical investigation,2012,2012-11-13,Yiming Zheng | Kexin Zhao | Antonis C. Stylianou,University of North Carolina at Charlotte,US,508,Unknown,,Continuance | Information quality | Dissemination | Quality (philosophy) | Information exchange | Knowledge management | Virtual community | Computer science | Information sharing | Information system | Empirical research | Structural equation modeling | Business | The Internet | World Wide Web | Psychology | Engineering | Social psychology,Technology Adoption and User Behaviour,Information Systems and Management,Decision Sciences,Social Sciences,3,1,1,18,1,False,False,False,True,True,True,True,True
10.1016/j.dss.2010.03.003,Consensus models for AHP group decision making under row geometric mean prioritization method,2010,2010-03-30,Yucheng Dong | Guiqing Zhang | Wei‐Chiang Hong | Yinfeng Xu,Asia Eastern University of Science and Technology | Xi'an Jiaotong University,CN | TW,502,Unknown,,Analytic hierarchy process | Judgement | Consistency (knowledge bases) | Group decision-making | Measure (data warehouse) | Preference | Mathematics | Matrix (chemical analysis) | Computer science | Mathematical optimization | Data mining | Operations research | Artificial intelligence | Statistics | Psychology | Social psychology,Multi-Criteria Decision Making,Management Science and Operations Research,Decision Sciences,Social Sciences,4,2,2,16,1,True,True,False,True,True,True,True,True
10.1016/j.dss.2012.12.028,The impact of social and conventional media on firm equity value: A sentiment analysis approach,2012,2012-12-30,Yang Yu | Wenjing Duan | Qing Cao,Texas Tech University | George Washington University,US,499,Unknown,,Social media | Newspaper | Stock (firearms) | Leverage (statistics) | Business | Stock market | Marketing | Advertising | Political science | Computer science | Geography,Digital Marketing and Social Media,Sociology and Political Science,Social Sciences,Social Sciences,3,2,1,11,1,False,True,False,True,True,True,True,True
10.1016/j.dss.2015.07.012,Consumers' decisions in social commerce context: An empirical investigation,2015,2015-08-06,Jun Chen | Xiao‐Liang Shen,Wuhan University,CN,489,Unknown,,Social commerce | Popularity | Context (archaeology) | Empirical research | Social media | Business | Social capital | Consumption (sociology) | Marketing | Psychology | Social psychology | Sociology | Political science,Technology Adoption and User Behaviour,Information Systems and Management,Decision Sciences,Social Sciences,2,1,1,13,1,False,False,False,True,True,True,True,True
10.1016/j.dss.2016.12.001,The technology and economic determinants of cryptocurrency exchange rates: The case of Bitcoin,2016,2016-12-26,Xin Yan Li | Chong Alex Wang,City University of Hong Kong,HK,479,Open Access,,Cryptocurrency | Distributed lag | Exchange rate | Economics | Econometrics | Autoregressive model | Fiat money | Monetary economics | Computer science | Monetary policy,Blockchain Technology Applications and Security,Information Systems,Computer Science,Physical Sciences,2,1,1,10,1,False,False,False,True,True,True,True,True
10.1016/j.dss.2015.08.009,Consensus model for multi-criteria large-group emergency decision making considering non-cooperative behaviors and minority opinions,2015,2015-09-02,Xuanhua Xu | Zhijiao Du | Xiao-hong Chen,Central South University,CN,470,Unknown,,Group decision-making | Process (computing) | Quality (philosophy) | Computer science | Operations research | Management science | Risk analysis (engineering) | Actuarial science | Business | Psychology | Economics | Engineering | Social psychology,Multi-Criteria Decision Making,Management Science and Operations Research,Decision Sciences,Social Sciences,3,1,1,13,1,False,False,False,True,True,True,True,True
10.1016/j.dss.2017.06.007,Understanding the determinants of online review helpfulness: A meta-analytic investigation,2017,2017-06-28,Hong Hong | Di Xu | Gang Alan Wang | Weiguo Fan,Xiamen University | Virginia Tech,CN | US,469,Unknown,,Helpfulness | Extant taxon | Readability | Psychology | Applied psychology | Meta-analysis | Social psychology | Medicine | Computer science,Digital Marketing and Social Media,Sociology and Political Science,Social Sciences,Social Sciences,4,2,2,9,1,True,True,False,True,True,True,True,True
10.1016/j.dss.2015.09.003,Fame for sale: Efficient detection of fake Twitter followers,2015,2015-10-25,Stefano Cresci | Roberto Di Pietro | Marinella Petrocchi | Angelo Spognardi | Maurizio Tesconi,Institute of Informatics and Telematics | University of Padua | Technical University of Denmark,IT | DK,460,Open Access,"Fake followers are those Twitter accounts specifically created to inflate the number of followers of a target account. Fake followers are dangerous for the social platform and beyond, since they may alter concepts like popularity and influence in the Twittersphere—hence impacting on economy, politics, and society. In this paper, we contribute along different dimensions. First, we review some of the most relevant existing features and rules (proposed by Academia and Media) for anomalous Twitter accounts detection. Second, we create a baseline dataset of verified human and fake follower accounts. Such baseline dataset is publicly available to the scientific community. Then, we exploit the baseline dataset to train a set of machine-learning classifiers built over the reviewed rules and features. Our results show that most of the rules proposed by Media provide unsatisfactory performance in revealing fake followers, while features proposed in the past by Academia for spam detection provide good results. Building on the most promising features, we revise the classifiers both in terms of reduction of overfitting and cost for gathering the data needed to compute the features. The final result is a novel Class A classifier, general enough to thwart overfitting, lightweight thanks to the usage of the less costly features, and still able to correctly classify more than 95% of the accounts of the original training set. We ultimately perform an information fusion-based sensitivity analysis, to assess the global sensitivity of each of the features employed by the classifier. The findings reported in this paper, other than being supported by a thorough experimental methodology and interesting on their own, also pave the way for further investigation on the novel issue of fake Twitter followers.",Fake news | Computer science | Advertising | Business | Internet privacy | Computer security,Spam and Phishing Detection,Information Systems,Computer Science,Physical Sciences,5,3,2,6,1,True,True,True,True,True,True,True,True
10.1016/j.dss.2016.04.006,Success drivers of online equity crowdfunding campaigns,2016,2016-05-03,Anna Lukkarinen | Jeffrey E. Teich | Hannele Wallenius | Jyrki Wallenius,Aalto University | New Mexico State University,FI | US,460,Open Access,,Equity crowdfunding | Venture capital | Equity (law) | Business | Seed money | Equity capital markets | Entrepreneurial finance | Finance | Private equity fund | Private equity | Investment (military) | Initial public offering | Marketing | Political science | Politics,"FinTech, Crowdfunding, Digital Finance",Management Information Systems,"Business, Management and Accounting",Social Sciences,4,2,2,15,1,True,True,False,True,True,True,True,True
10.1016/j.dss.2013.05.010,Determinants of end-user acceptance of biometrics: Integrating the “Big 3” of technology acceptance with privacy context,2013,2013-05-26,Caroline Lancelot Miltgen | Aleš Popovič | Tiago Oliveira,Université Nantes Angers Le Mans | Université d'Angers | University of Ljubljana | Universidade Nova de Lisboa,FR | PT | SI,452,Open Access,,Technology acceptance model | Biometrics | Leverage (statistics) | Unified theory of acceptance and use of technology | Information privacy | Knowledge management | Context (archaeology) | Computer science | Internet privacy | Usability | Social influence | Psychology | Computer security | Social psychology | Human–computer interaction | Artificial intelligence,Technology Adoption and User Behaviour,Information Systems and Management,Decision Sciences,Social Sciences,3,4,3,16,1,True,True,False,True,True,True,True,True
10.1016/j.dss.2014.07.003,Tweet sentiment analysis with classifier ensembles,2014,2014-07-23,Nádia Félix Felipe da Silva | Eduardo R. Hruschka | Estevam Rafael Hruschka Junior,Universidade de São Paulo | Universidade Federal de São Carlos,BR,437,Unknown,,Sentiment analysis | Computer science | Classifier (UML) | Naive Bayes classifier | Social media | Microblogging | Support vector machine | Artificial intelligence | Random forest | Multinomial logistic regression | Machine learning | World Wide Web,Sentiment Analysis and Opinion Mining,Artificial Intelligence,Computer Science,Physical Sciences,3,2,1,12,1,False,True,False,True,True,True,True,True
10.1016/j.dss.2017.04.003,Predicting process behaviour using deep learning,2017,2017-04-17,Jöerg Evermann | Jana-Rebecca Rehse | Peter Fettke,Memorial University of Newfoundland | German Research Centre for Artificial Intelligence | Saarland University,CA | DE,433,Open Access,,Computer science | Process (computing) | Deep learning | Artificial intelligence | Business process | Business process management | Machine learning | Artificial neural network | Process mining | Process modeling | Event (particle physics) | Business process discovery | Business process modeling | Work in process | Engineering | Programming language,Business Process Modeling and Analysis,Management Information Systems,"Business, Management and Accounting",Social Sciences,3,3,2,16,1,True,True,False,True,True,True,True,True
10.1016/j.dss.2020.113303,Fraud detection: A systematic literature review of graph-based anomaly detection approaches,2020,2020-04-16,Tahereh Pourhabibi | Kok‐Leong Ong | Booi Kam | Yee Ling Boo,RMIT University | La Trobe University,AU,433,Open Access,"Graph-based anomaly detection (GBAD) approaches are among the most popular techniques used to analyze connectivity patterns in communication networks and identify suspicious behaviors. Given the different GBAD approaches proposed for fraud detection, in this study, we develop a framework to synthesize the existing literature on the application of GBAD methods in fraud detection published between 2007 and 2018. This study aims to investigate the present trends and identify the key challenges that require significant research efforts to increase the credibility of the technique. Additionally, we provide some recommendations to deal with these challenges.",Credibility | Anomaly detection | Computer science | Graph | Key (lock) | Power graph analysis | Data mining | Data science | Computer security | Theoretical computer science | Political science,Imbalanced Data Classification Techniques,Artificial Intelligence,Computer Science,Physical Sciences,4,2,1,11,1,False,True,True,True,True,True,True,True
10.1016/j.dss.2012.08.017,Towards business intelligence systems success: Effects of maturity and culture on analytical decision making,2012,2012-08-28,Aleš Popovič | Ray Hackney | Pedro Simoes Coelho | Jurij Jaklič,University of Ljubljana | Brunel University of London | Universidade Nova de Lisboa,SI | GB | PT,431,Unknown,,Maturity (psychological) | Quality (philosophy) | Information quality | Knowledge management | Competitive intelligence | Business intelligence | Decision quality | Competitive advantage | Information system | Structural equation modeling | Computer science | Descriptive statistics | Capability Maturity Model | Empirical research | Business | Marketing | Psychology | Statistics | Mathematics | Engineering,Big Data and Business Intelligence,Management Information Systems,"Business, Management and Accounting",Social Sciences,4,3,3,20,1,True,True,False,True,True,True,True,True
10.1016/j.dss.2010.12.003,"An empirical evaluation of the comprehensibility of decision table, tree and rule based predictive models",2010,2010-12-12,Johan Huysmans | Karel Dejaeger | Christophe Mues | Jan Vanthienen | Bart Baesens,KU Leuven | University of Southampton | Vlerick Business School,BE | GB,426,Unknown,,Interpretability | Computer science | Decision tree | Machine learning | Binary decision diagram | Artificial intelligence | Data mining | Set (abstract data type) | Empirical research | Representation (politics) | Decision table | Theoretical computer science | Mathematics | Rough set | Statistics,Data Mining Algorithms and Applications,Information Systems,Computer Science,Physical Sciences,5,3,2,15,1,True,True,False,True,True,True,True,True
10.1016/j.dss.2012.05.044,"Data, information and analytics as services",2012,2012-05-29,Dursun Delen | Haluk Demirkan,Oklahoma State University | University of Washington Tacoma,US,425,Unknown,,Cloud computing | Computer science | Agile software development | Service-oriented architecture | Commoditization | Data science | Analytics | Big data | Service (business) | Competitive advantage | Web service | Knowledge management | World Wide Web | Business | Software engineering | Marketing,Service-Oriented Architecture and Web Services,Information Systems,Computer Science,Physical Sciences,2,2,1,16,1,False,True,False,True,True,True,True,True
10.1016/j.dss.2011.11.015,The application of discrete event simulation and system dynamics in the logistics and supply chain context,2011,2011-12-03,Antuela A. Tako | Stewart Robinson,Loughborough University,GB,424,Open Access,,Supply chain | Context (archaeology) | Domain (mathematical analysis) | Computer science | Decision support system | System dynamics | Event (particle physics) | Bullwhip effect | Discrete event simulation | Supply chain management | Operations research | Risk analysis (engineering) | Process management | Simulation | Business | Engineering | Data mining | Artificial intelligence | Marketing | Mathematics,Quality and Supply Management,Management Information Systems,"Business, Management and Accounting",Social Sciences,2,1,1,20,1,False,False,False,True,True,True,True,True
